"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.735079542E0,3.855820281E-2,3.660240054E-2,-6.654423773E-2
3.745034542E0,8.332871594E-3,2.209034219E-2,-8.310296774E-2
3.754990542E0,1.375514999E-2,2.958588794E-2,-1.266933757E-1
3.764946542E0,2.583383015E-2,2.807306707E-2,-1.578409088E-1
3.774901542E0,3.099833313E-2,3.035669714E-2,-1.289357829E-1
3.784857542E0,3.214779523E-2,6.118716493E-2,-9.160423458E-2
3.794813542E0,9.252776574E-2,7.106267363E-2,-5.117600083E-2
3.804768542E0,1.339271855E-1,8.978136510E-2,-8.072373569E-2
3.814724542E0,1.673053217E-1,1.331136185E-1,-1.105462897E-1
3.824680542E0,1.580402440E-1,1.134239969E-1,-1.559692150E-1
3.834635542E0,1.677716919E-1,1.018878789E-1,-1.452547771E-1
3.844591542E0,1.366168864E-1,8.289261416E-2,-1.346561140E-1
3.854547542E0,7.764736935E-2,5.357350543E-2,-1.368926740E-1
3.864502542E0,3.883063281E-2,5.263020337E-2,-1.254572743E-1
3.874458542E0,-1.847852622E-3,3.648998782E-2,-9.835718393E-2
3.884414542E0,-3.544595833E-3,2.923973277E-2,-3.548675179E-2
3.894369542E0,-8.576805554E-3,6.391342923E-2,3.262044668E-2
3.904325542E0,-7.766874824E-3,3.914813206E-2,1.472434151E-1
3.914281542E0,-2.931046581E-2,6.746371239E-3,2.087958848E-1
3.924236542E0,-3.727821076E-2,-3.531718254E-4,1.783582038E-1
3.934192542E0,-5.539563944E-2,2.849231243E-2,7.408188343E-2
3.944148542E0,-7.606844754E-2,4.834170923E-2,1.668853819E-2
3.954103542E0,-5.307860258E-2,3.270406187E-2,4.270221591E-2
3.964059542E0,-1.617313811E-2,3.430722222E-2,8.879581690E-2
3.974015542E0,-2.012435754E-2,6.064849019E-2,1.364927244E-1
3.983970542E0,-3.516632438E-2,5.880413219E-2,1.975440878E-1
3.993926542E0,-6.652907152E-3,8.860154316E-2,1.956618690E-1
4.003882542E0,6.771979303E-2,9.433269158E-2,1.721671718E-1
4.013837542E0,1.011771316E-1,8.003727257E-2,1.423083651E-1
4.023794083E0,1.058928197E-1,7.707872763E-2,1.267097479E-1
4.033750083E0,1.395916299E-1,6.174381986E-2,1.140095955E-1
4.043705083E0,1.469144179E-1,6.099961549E-2,9.462841451E-2
4.053661083E0,1.399707122E-1,3.785750538E-2,5.096608579E-2
4.063617083E0,1.083527707E-1,3.676188335E-2,-3.937047243E-2
4.073572083E0,6.142159260E-2,6.424584344E-2,-1.294848365E-1
4.083528083E0,5.395053207E-2,5.750590414E-2,-2.046665812E-1
4.093484083E0,6.977185966E-2,7.271641240E-2,-2.721797025E-1
4.103439083E0,1.267000269E-1,9.756985635E-2,-3.112876350E-1
4.113395083E0,1.862583037E-1,1.066774794E-1,-3.235498309E-1
4.123351083E0,2.006910592E-1,9.659878001E-2,-3.300536889E-1
4.133306083E0,1.802704991E-1,1.011932297E-1,-3.370680088E-1
4.143262083E0,1.067586461E-1,7.544428468E-2,-3.158537257E-1
4.153218083E0,6.186978625E-2,5.412212044E-2,-3.223751253E-1
4.163173083E0,1.138118043E-2,2.317251563E-2,-2.995774162E-1
4.173129083E0,1.504840334E-3,1.853333473E-2,-2.597327346E-1
4.183085083E0,-4.927059425E-2,2.269742936E-3,-2.069680452E-1
4.193040083E0,-8.786722424E-2,-2.071668506E-3,-7.300891936E-2
4.202996083E0,-7.680016262E-2,6.925880760E-3,1.001072556E-1
4.212952083E0,-6.480678785E-2,2.212220952E-2,2.739303589E-1
4.222907083E0,-3.575225650E-2,1.923733950E-3,4.110335326E-1
4.232863083E0,-4.654178550E-2,3.539904356E-2,4.706324476E-1
4.242819083E0,-4.175819208E-2,3.629454464E-2,4.635052764E-1
4.252774083E0,-2.511509771E-2,1.369929537E-2,4.044326109E-1
4.262730083E0,-1.234584767E-4,-2.693622217E-2,3.348063058E-1
4.272686083E0,2.880268538E-2,-6.736197084E-2,2.943997067E-1
4.282641083E0,2.183788866E-2,-7.627166569E-2,2.991815597E-1
4.292597083E0,6.323043333E-2,-9.385248899E-2,2.799845660E-1
4.302553083E0,6.153860087E-2,-8.446390718E-2,1.741534710E-1
4.312508083E0,4.715793128E-2,-6.791643307E-2,7.963907719E-4
4.322464083E0,9.058668201E-2,-1.410465360E-2,-1.255584311E-1
4.332420083E0,1.314883209E-1,4.637192845E-2,-1.975370711E-1
4.342375083E0,1.925230837E-1,1.031105317E-1,-2.204897314E-1
4.352331083E0,2.338765114E-1,1.093821090E-1,-2.257528102E-1
4.362287083E0,2.317902797E-1,1.044524677E-1,-2.229239273E-1
4.372242083E0,2.069042009E-1,1.200779821E-1,-2.046507937E-1
4.382198083E0,1.879483866E-1,1.106364830E-1,-1.794703442E-1
4.392154083E0,1.709429476E-1,1.258057684E-1,-1.704317182E-1
4.402109083E0,1.524908709E-1,1.374563456E-1,-1.501173216E-1
4.412065083E0,1.590994488E-1,1.017010604E-1,-9.707021177E-2
4.422021083E0,1.499465372E-1,6.951988578E-2,-7.242946029E-2
4.431976083E0,1.014469075E-1,4.404269010E-2,-1.861578047E-2
4.441932083E0,4.985452553E-2,2.806122646E-2,4.621346891E-2
4.451888083E0,1.956608092E-2,2.021528631E-3,1.117899925E-1
4.461843083E0,5.463437308E-3,2.310264140E-2,1.564773381E-1
4.471799083E0,6.034838185E-3,6.267718166E-2,1.121495962E-1
4.481754083E0,5.655473574E-2,9.559408218E-2,8.207093418E-2
4.491710083E0,1.000232567E-1,1.308076228E-1,6.243247569E-2
4.501666083E0,1.399842248E-1,1.198860472E-1,3.209244311E-2
4.511621083E0,8.359862890E-2,1.006628872E-1,4.047910452E-2
4.521577083E0,2.841307352E-2,4.137022018E-2,1.046125352E-2
4.531533083E0,-6.135465112E-5,-2.267257869E-4,-6.449011087E-2
4.541488083E0,-2.917933286E-2,-6.731446221E-2,-1.011065447E-1
4.551444083E0,-2.706626790E-2,-9.184250861E-2,-1.301128274E-1
4.561400083E0,-4.708436143E-2,-6.676233888E-2,-1.171068656E-1
4.571355083E0,-5.183469424E-2,-2.383939058E-2,-8.166747630E-2
4.581311083E0,1.220133922E-2,-3.832572117E-2,2.315497398E-3
4.591267083E0,9.833940474E-2,-3.231770709E-2,9.512952089E-2
4.601222083E0,1.231404613E-1,-3.965830162E-2,1.215794009E-1
4.611178083E0,1.421027441E-1,-2.443142116E-2,1.261729735E-1
4.621134083E0,1.100050568E-1,-1.593834043E-2,1.394666183E-1
4.631089083E0,9.344280018E-2,-2.274201438E-2,8.315559268E-2
4.641045083E0,1.161956502E-1,-2.548070401E-2,1.074893653E-2
4.651001083E0,8.620610336E-2,-2.248005912E-2,-2.134759963E-2
4.660956083E0,5.505903168E-2,-1.248102799E-2,-3.532186031E-2
4.670912083E0,4.063074840E-2,1.956609920E-2,-5.815640688E-2
4.680868083E0,3.551659087E-2,3.291500017E-2,-1.001002389E-1
4.690823083E0,4.865247047E-2,5.657531977E-2,-1.257455420E-1
4.700779083E0,5.708022684E-2,4.566529244E-2,-1.412611288E-1
4.710735083E0,5.244766517E-2,2.441139445E-2,-1.105427814E-1
4.720690083E0,3.389366875E-2,2.063146189E-2,-9.535756230E-2
4.730646083E0,1.854329784E-2,2.886638805E-2,-4.404824495E-2
4.740602083E0,4.660376142E-2,2.133605137E-2,-3.730523586E-3
4.750557083E0,8.192522887E-2,3.035289645E-2,1.813630879E-2
4.760513083E0,5.494674687E-2,2.161540210E-2,5.827802896E-2
4.770469083E0,4.984349348E-2,2.642912239E-2,1.167636341E-1
4.780424083E0,6.340131364E-2,1.778956890E-2,1.153883690E-1
4.790380083E0,7.711686244E-2,4.418419272E-2,1.278259814E-1
4.800336083E0,9.373347075E-2,7.690199554E-2,8.174758315E-2
4.810291083E0,8.565229895E-2,7.755688369E-2,-2.053132832E-2
4.820247083E0,6.796977520E-2,5.800774142E-2,-6.086074412E-2
4.830202083E0,8.147013277E-2,7.151364014E-2,-6.952163994E-2
4.840158083E0,8.492061127E-2,5.719044685E-2,-3.394951880E-2
4.850114083E0,7.998570744E-2,2.389947072E-2,-7.242361307E-3
4.860069083E0,6.930081162E-2,2.942041174E-2,4.612634540E-2
4.870025083E0,8.310196275E-2,5.306859836E-2,5.747579098E-2
4.879981083E0,6.798374914E-2,3.808510825E-2,7.476249933E-3
4.889936083E0,6.183530138E-2,9.411678314E-3,-6.109463274E-2
4.899892083E0,8.745822064E-2,3.136154115E-3,-4.767351866E-2
4.909848083E0,1.376458136E-1,3.178619519E-2,-2.697963774E-2
4.919803083E0,1.401549635E-1,2.186522439E-2,-5.849203706E-2
4.929759083E0,1.243594687E-1,-3.403079510E-4,-1.277254093E-1
4.939715083E0,1.172516756E-1,1.339816377E-2,-1.985071242E-1
4.949670083E0,9.746974105E-2,1.569685042E-3,-2.776643908E-1
4.959626083E0,1.631308299E-2,-4.048699826E-2,-2.294283700E-1
4.969582083E0,6.562172069E-2,5.995281771E-2,-2.794799513E-1
4.979537083E0,1.297019874E-1,1.028994472E-1,-4.428529108E-1
4.989493083E0,1.260123121E-1,3.390010983E-2,-2.885390425E-1
4.999449083E0,1.441625903E-1,-1.060582593E-2,3.617087603E-3
5.009404083E0,1.048553409E-1,-1.681279153E-2,1.292772603E-1
5.019360083E0,6.077376222E-2,-2.388441414E-2,1.623233843E-1
5.029315542E0,2.696371322E-2,-3.984672815E-2,1.747925717E-1
5.039270542E0,1.477252896E-2,-2.865574211E-2,1.417107797E-1
5.049226542E0,5.644880977E-2,1.422130555E-2,1.038880652E-1
5.059182542E0,1.246609201E-1,5.198423222E-2,1.281820768E-1
5.069137542E0,1.651984419E-1,6.421967715E-2,1.545267069E-1
5.079093542E0,1.271164400E-1,1.068385702E-1,1.512212759E-1
5.089048542E0,7.780704402E-2,1.026513791E-1,1.371423501E-1
5.099004542E0,2.648900838E-2,8.128404513E-2,1.535835510E-1
5.108960542E0,-6.205930912E-3,1.345941335E-2,1.996566868E-1
5.118915542E0,-2.217737434E-2,-4.576381803E-2,2.607150668E-1
5.128871542E0,-2.729817852E-2,-1.010299462E-1,2.503064382E-1
5.138827542E0,-3.137686954E-2,-1.258629249E-1,2.322005349E-1
5.148782542E0,-1.019605717E-2,-1.452175011E-1,1.707451290E-1
5.158738542E0,3.950010703E-2,-1.057324232E-1,1.527052993E-1
5.168694542E0,8.510484424E-2,-6.259941369E-2,1.276090497E-1
5.178649542E0,1.205171354E-1,-2.457000017E-2,7.166698337E-2
5.188605542E0,1.416693923E-1,1.126948491E-2,1.778079808E-2
5.198561542E0,1.344483094E-1,3.778529227E-2,-4.058435440E-2
5.208516542E0,1.282899945E-1,2.805187091E-2,-1.023023003E-1
5.218472542E0,6.355346002E-2,1.356554031E-3,-1.213110137E-1
5.228428542E0,1.927290016E-2,-1.430755198E-2,-1.046721768E-1
5.238383542E0,-1.933107767E-2,-4.097217098E-2,-9.384547234E-2
5.248339542E0,-5.435810127E-2,-7.341822445E-2,-4.432364881E-2
5.258294542E0,-5.306631886E-2,-5.997781456E-2,-1.985889852E-2
5.268250542E0,-3.311196454E-2,-5.368767232E-2,-6.616826177E-2
5.278206542E0,8.064377045E-3,-4.373498037E-2,-8.550968170E-2
5.288161542E0,4.105648509E-2,-1.273245826E-2,-6.708744407E-2
5.298117542E0,5.577171134E-2,3.122062325E-2,-3.931726277E-2
5.308073542E0,9.572588207E-2,3.922531530E-2,-5.153735876E-3
5.318028542E0,1.305170802E-1,6.342957214E-2,1.634296775E-3
5.327984542E0,1.442923437E-1,7.897410259E-2,8.465598822E-3
5.337940542E0,1.424674276E-1,7.623248935E-2,1.983901799E-2
5.347895542E0,1.283166541E-1,6.493259892E-2,7.561736226E-2
5.357851542E0,1.590419269E-1,3.844295785E-2,1.186739194E-1
5.367807542E0,1.836550685E-1,1.194717720E-2,1.111497223E-1
5.377762542E0,1.620003987E-1,-2.980501235E-2,9.613056421E-2
5.387718542E0,1.132901322E-1,-5.658759892E-2,3.989321351E-2
5.397674542E0,6.158818343E-2,-3.930878431E-2,-4.164679348E-2
5.407629542E0,3.546930608E-2,-2.601236209E-2,-9.694274247E-2
5.417585542E0,4.401443160E-2,-2.997107327E-2,-1.269249254E-1
5.427541542E0,3.895886043E-2,4.498993903E-3,-1.433181792E-1
5.437496542E0,4.788530664E-2,2.286626771E-2,-2.091589969E-1
5.447452542E0,4.789383992E-2,1.182540894E-2,-1.852877390E-1
5.457407542E0,3.753957217E-2,-8.773747087E-3,-1.637290549E-1
5.467363542E0,2.077671038E-2,-2.315497398E-3,-8.856894493E-2
5.477319542E0,-2.134449101E-2,1.118089959E-2,-1.552728117E-2
5.487274542E0,-3.923628340E-2,3.828464448E-4,2.251879692E-2
5.497230542E0,-4.499625677E-2,-3.826856464E-3,2.575932384E-2
5.507186542E0,-6.905538845E-3,-7.886432111E-4,2.055296302E-2
5.517141542E0,3.126603968E-2,-7.657805979E-3,4.144389510E-2
5.527097542E0,2.994517193E-2,2.853441238E-3,8.413207769E-2
5.537053542E0,2.409286281E-2,-1.241773188E-2,1.107532811E-1
5.547008542E0,-4.291778345E-3,-3.426980004E-2,1.000698334E-1
5.556964542E0,3.983842327E-2,-3.806186557E-2,1.005890661E-1
5.566920542E0,4.849473726E-2,-5.819923773E-2,8.025128067E-2
5.576875542E0,3.302444817E-2,-6.308575585E-2,6.138173103E-2
5.586831542E0,1.109937005E-3,-2.320394441E-2,3.270347714E-2
5.596786542E0,-5.943454884E-2,-1.129901335E-2,-8.849176168E-3
5.606742542E0,-8.038138121E-2,2.675101161E-3,-2.332688212E-2
5.616698542E0,4.506660380E-3,3.195459500E-2,3.167027414E-2
5.626653542E0,8.675285457E-2,2.668946967E-2,6.021579623E-2
5.636609542E0,1.731296053E-1,7.490122452E-2,1.243878186E-2
5.646565542E0,1.606356220E-1,1.093462949E-1,-2.156570077E-2
5.656520542E0,9.971064990E-2,9.605674312E-2,-2.278952301E-2
5.666476542E0,9.798697296E-2,5.279933408E-2,-5.007672429E-2
5.676432542E0,5.326248838E-2,-2.716324031E-3,-1.021368241E-1
5.686387542E0,2.285539554E-2,-4.495894879E-2,-1.424843663E-1
5.696343542E0,-4.764806957E-3,-3.910559356E-2,-1.432924515E-1
5.706299542E0,-1.695362491E-2,-1.341512069E-2,-8.268781543E-2
5.716254542E0,3.381093750E-2,1.800650060E-3,-8.336960077E-3
5.726210542E0,1.185816065E-1,-1.594126403E-2,5.708636642E-2
5.736165542E0,1.831041877E-1,-4.925840646E-3,8.652885139E-2
5.746121542E0,1.673645795E-1,5.194052428E-2,4.944990277E-2
5.756077542E0,1.602620580E-1,9.281913981E-2,-7.942273021E-3
5.766032542E0,1.423319732E-1,9.765551805E-2,-6.489064515E-2
5.775988542E0,1.166132967E-1,1.330672793E-1,-1.517299837E-1
5.785944542E0,1.340129568E-1,1.363988766E-1,-1.772098106E-1
5.795899542E0,1.565889651E-1,1.313875204E-1,-1.335375416E-1
5.805855542E0,1.415687197E-1,1.076741374E-1,-4.311093628E-2
5.815811542E0,1.176356367E-1,7.735500857E-2,3.070314467E-2
5.825766542E0,7.180638007E-2,2.913258255E-2,8.980972409E-2
5.835722542E0,4.865164363E-2,7.186666578E-3,8.288779020E-2
5.845677542E0,4.709239678E-2,1.252473593E-2,3.955641389E-2
5.855633542E0,2.770796784E-2,2.462817997E-2,-1.992029428E-2
5.865589542E0,3.476567590E-2,1.046052262E-2,-4.994516194E-2
5.875544542E0,1.674153658E-2,7.616144568E-3,-1.062304598E-1
5.885500542E0,3.797899956E-2,1.037851542E-2,-1.937591851E-1
5.895456542E0,7.688709428E-2,-1.074279696E-2,-2.881291527E-1
5.905411542E0,1.168545948E-1,5.367597789E-3,-3.431906283E-1
5.915367542E0,8.818821810E-2,5.979362726E-2,-3.368417215E-1
5.925323542E0,9.975212859E-4,1.132946272E-1,-1.489788687E-1
5.935278542E0,-2.649348516E-2,2.239015818E-2,-8.101258814E-2
5.945234542E0,2.535305884E-2,-6.307245344E-3,-1.065561497E-1
5.955190542E0,7.093330398E-2,9.377442867E-2,-3.565047383E-3
5.965145542E0,8.803070873E-2,8.509716064E-2,9.208721459E-2
5.975101542E0,1.051295113E-1,2.110362455E-2,7.896138489E-2
5.985056542E0,1.140109020E-1,6.865201280E-2,1.103913385E-1
5.995012542E0,9.935312008E-2,6.609224796E-2,1.497711664E-1
6.004968542E0,1.194394479E-1,9.231496364E-2,1.984907520E-1
6.014923542E0,9.075615076E-2,8.107091412E-2,2.473009694E-1
6.024879542E0,2.908136459E-2,2.218287438E-2,2.327086580E-1
6.034836292E0,-1.035722562E-2,-2.241135433E-2,1.657492679E-1
6.044791292E0,-2.982656710E-2,-4.310508907E-2,7.029990435E-2
6.054747292E0,-2.596358809E-2,-4.273422942E-2,7.962738276E-3
6.064703292E0,-4.237158327E-2,-1.577973470E-2,-9.630364180E-3
6.074658292E0,-2.109590668E-2,5.346635520E-2,3.591067493E-2
6.084614292E0,6.132690425E-2,1.158631629E-1,9.209540069E-2
6.094569292E0,1.412989347E-1,1.333841984E-1,1.136137390E-1
6.104525292E0,1.843001078E-1,1.138679467E-1,1.313407427E-1
6.114481292E0,1.369408039E-1,1.093657368E-1,1.408144015E-1
6.124436292E0,1.210136554E-1,8.711576566E-2,1.613650256E-1
6.134392292E0,1.239672759E-1,5.835214242E-2,1.013024265E-1
6.144348292E0,1.433446744E-1,2.678741053E-2,6.417143762E-2
6.154303292E0,1.271207067E-1,2.489744425E-2,6.499998808E-2
6.164259292E0,9.530368569E-2,4.101821780E-3,4.242915094E-2
6.174215292E0,7.803412613E-2,-1.392251283E-2,2.443317533E-2
6.184170292E0,2.408959430E-2,-3.643736288E-2,-1.609153748E-2
6.194126292E0,-2.218997098E-2,-4.280600399E-2,-5.765705466E-2
6.204081292E0,-4.816283468E-2,-4.750570357E-3,-9.539206088E-2
6.214037292E0,-3.074678408E-2,6.152001768E-3,-1.259431779E-1
6.223993292E0,9.921554377E-4,-1.184748217E-2,-1.683536178E-1
6.233948292E0,-8.322651529E-3,-4.263131842E-2,-2.006366801E-1
6.243904292E0,-6.791463779E-2,-8.274701849E-2,-2.069505036E-1
6.253860292E0,-1.466846588E-1,-1.045208801E-1,-1.823308021E-1
6.263815292E0,-1.645183011E-1,-1.075650868E-1,-1.399180233E-1
6.273771292E0,-1.214727897E-1,-1.032195823E-1,-9.294675529E-2
6.283726292E0,-4.755437250E-2,-6.690968871E-2,-1.906893969E-2
6.293682292E0,1.806532793E-2,-2.050326169E-3,5.306523621E-2
6.303638292E0,7.638331097E-2,4.114378676E-2,1.365377480E-1
6.313593292E0,1.233645193E-1,3.819839805E-2,1.566901767E-1
6.323549292E0,1.692702967E-1,-5.532927811E-4,1.347765666E-1
6.333505292E0,1.683799668E-1,3.483040184E-2,1.077361178E-1
6.343460292E0,1.429248352E-1,5.245010912E-2,8.961442709E-2
6.353416292E0,1.497472934E-1,3.530958116E-2,8.354267836E-2
6.363372292E0,1.569110005E-1,1.428357840E-2,1.076525027E-1
6.373327292E0,1.181130618E-1,2.353504300E-5,1.275365442E-1
6.383283292E0,8.613693262E-2,4.946744442E-3,1.213420039E-1
6.393239292E0,7.569380547E-2,-4.418448508E-3,6.763065040E-2
6.403194292E0,4.297738679E-2,-2.461677790E-3,-3.456698477E-2
6.413150292E0,8.548825714E-3,1.894293219E-2,-8.938170791E-2
6.423105292E0,3.258520807E-4,1.765113607E-2,-1.374627775E-1
6.433061292E0,-1.860720151E-2,7.578137666E-3,-1.534098887E-1
6.443017292E0,-1.453017330E-2,-5.385285616E-4,-1.154895258E-1
6.452972292E0,3.370497499E-2,-1.374241859E-3,-9.474535882E-2
6.462928292E0,6.858629557E-2,-2.108637527E-2,-1.037565029E-1
6.472884292E0,6.720992039E-2,-1.531575814E-2,-1.203795522E-1
6.482839292E0,5.783947865E-2,9.433166832E-3,-1.097247559E-1
6.492795292E0,6.480008639E-2,4.022738189E-3,-8.288603604E-2
6.502750292E0,8.381743354E-2,-2.318567187E-3,-4.398743391E-2
6.512706292E0,6.592993291E-2,1.458880305E-4,-5.106958151E-3
6.522662292E0,8.358169025E-2,2.841702953E-2,6.994439363E-3
6.532617292E0,7.902442519E-2,3.897914752E-2,4.592169285E-2
6.542573292E0,8.641941709E-2,5.311815351E-2,1.261115777E-1
6.552529292E0,1.230295287E-1,3.828318268E-2,1.646938455E-1
6.562484292E0,1.397912301E-1,3.720817208E-2,1.540466505E-1
6.572440292E0,1.454013686E-1,3.086248130E-2,1.637799257E-1
6.582395292E0,1.387811328E-1,1.547597185E-2,1.592962807E-1
6.592351292E0,1.441939186E-1,1.020996943E-2,1.315933424E-1
6.602307292E0,1.098654271E-1,-1.671280414E-2,2.280297160E-2
6.612262292E0,4.205788015E-2,-3.038651794E-2,-6.389427960E-2
6.622218292E0,2.174542956E-3,-4.386785835E-2,-9.590837002E-2
6.632174292E0,-2.857670648E-2,-3.455558270E-2,-1.082933575E-1
6.642129292E0,-1.741676322E-2,-2.843164757E-2,-9.504649043E-2
6.652085292E0,2.766486746E-3,-1.948043749E-2,-5.931357086E-2
6.662040292E0,2.407678982E-2,-3.147307679E-2,5.600813985E-2
6.671996292E0,4.763398600E-2,-4.596423134E-2,1.356834698E-1
6.681952292E0,5.212155042E-2,-4.765890062E-2,1.173799306E-1
6.691907292E0,1.065015970E-2,-2.671154290E-2,1.720075428E-2
6.701863292E0,-5.436612749E-2,5.740357786E-3,-3.838580132E-2
6.711819292E0,-6.022397777E-2,1.839066267E-2,-4.307059050E-3
6.721774292E0,1.854636306E-2,2.609013006E-2,-1.906192303E-4
6.731730292E0,1.299590182E-1,3.170389563E-2,-2.543831170E-2
6.741686292E0,2.006815941E-1,5.256193712E-2,-9.965994358E-3
6.751641292E0,2.375362289E-1,1.075276646E-1,2.515472174E-3
6.761597292E0,2.315427232E-1,1.482605383E-1,9.610483646E-3
6.771552292E0,1.929074285E-1,1.792295851E-1,2.811341286E-2
6.781508292E0,1.624478934E-1,1.664275450E-1,2.193115175E-2
6.791464292E0,1.213433470E-1,1.097313340E-1,-1.749720812E-2
6.801419292E0,8.299441966E-2,2.164960831E-2,-4.021422565E-2
6.811375292E0,1.311575695E-2,-3.151561528E-2,-3.287246168E-2
6.821331292E0,-4.832358743E-2,-6.657464325E-2,-3.408634365E-2
6.831286292E0,-6.181820741E-2,-1.285412420E-1,-4.429031968E-2
6.841242292E0,-7.417136867E-2,-1.509876797E-1,-3.593640268E-2
6.851197292E0,-7.476984947E-2,-1.273142038E-1,-3.018917441E-3
6.861153292E0,-7.758747194E-2,-9.972265497E-2,4.505688965E-2
6.871109292E0,-6.726822353E-2,-4.897467032E-2,1.059550560E-1
6.881064292E0,-3.197924467E-4,-8.237118870E-3,2.052349305E-1
6.891020292E0,2.457965265E-2,3.207022369E-2,2.754693460E-1
6.900976292E0,1.058682796E-1,2.774182230E-2,3.255525023E-1
6.910931292E0,1.831402029E-1,4.784674242E-2,2.762926340E-1
6.920887292E0,2.995691935E-1,1.101021937E-1,2.971110606E-1
6.930842292E0,2.969945548E-1,1.489467090E-1,2.277695149E-1
6.940798292E0,2.017093336E-1,1.314037465E-1,1.382825571E-1
6.950754292E0,1.411620093E-1,6.819461435E-2,3.362558305E-2
6.960709292E0,9.993807918E-2,4.374024287E-2,-4.394065619E-2
6.970665292E0,4.881815223E-2,4.098167270E-3,-1.013439417E-1
6.980621292E0,2.805884189E-2,-2.173424676E-2,-1.268331242E-1
6.990576292E0,-7.784688275E-3,-2.806590423E-2,-1.451366633E-1
7.000532292E0,-2.795263727E-2,1.365485653E-2,-1.628893948E-1
7.010487292E0,2.119182843E-2,4.207144752E-2,-1.766823918E-1
7.020443292E0,5.138807660E-2,3.797868893E-2,-1.843884373E-1
7.030398542E0,4.263091186E-2,2.842243820E-2,-1.988486016E-1
7.040353542E0,1.944364799E-3,3.260290504E-2,-2.177047026E-1
7.050309542E0,1.524475330E-3,2.972373605E-2,-2.540375465E-1
7.060265542E0,4.535014579E-2,1.215387627E-2,-2.894921386E-1
7.070220542E0,1.204449040E-1,2.801620290E-2,-2.669037598E-1
7.080176542E0,1.517885198E-1,4.063098595E-2,-2.416543132E-1
7.090131542E0,1.478920815E-1,7.861625299E-2,-2.126737583E-1
7.100087542E0,1.076037789E-1,9.374884710E-2,-1.760111314E-1
7.110043542E0,3.386819682E-2,9.007971928E-2,-1.554131448E-1
7.119998542E0,-1.461543758E-2,6.079277024E-2,-1.229932576E-1
7.129954542E0,-2.962022663E-2,2.555686399E-2,-9.550023437E-2
7.139910542E0,-3.191808873E-3,-4.617838562E-4,-5.175487518E-2
7.149865542E0,4.770169036E-2,1.746417135E-3,3.807122111E-3
7.159821542E0,1.191243104E-1,2.923213139E-2,3.258419394E-2
7.169776542E0,1.368908741E-1,5.652620316E-2,3.822558761E-2
7.179732542E0,1.451863555E-1,6.773765445E-2,2.567395449E-2
7.189688542E0,1.646319747E-1,8.014339954E-2,2.829876959E-2
7.199643542E0,1.612456145E-1,4.673387110E-2,3.138785362E-3
7.209599542E0,1.214575778E-1,3.177552402E-2,-7.900757790E-3
7.219554542E0,8.730833092E-2,6.209114447E-2,2.675744355E-2
7.229510542E0,6.533642682E-2,7.376993448E-2,3.541190743E-2
7.239466542E0,7.659756574E-2,4.924071863E-2,1.190902412E-2
7.249421542E0,6.390239718E-2,4.321530908E-2,6.954678297E-3
7.259377542E0,4.515292560E-2,6.764512226E-2,2.609203041E-2
7.269333542E0,1.022395593E-2,8.389891997E-2,-1.213297248E-2
7.279288542E0,8.963141485E-3,8.387173042E-2,-6.540520012E-2
7.289244542E0,4.439144453E-2,5.423745677E-2,-1.070286047E-1
7.299199542E0,9.278093191E-2,2.229367912E-2,-1.166525370E-1
7.309155542E0,1.036137577E-1,2.126047611E-2,-9.584346592E-2
7.319111542E0,7.417070629E-2,2.566284478E-2,-4.916280448E-2
7.329066542E0,6.974694504E-2,2.694221556E-2,1.463733494E-2
7.339022542E0,4.114745497E-2,4.508437157E-2,4.876343966E-2
7.348978542E0,5.358897771E-2,8.155067816E-2,1.179342467E-1
7.358933542E0,9.313122581E-2,1.127961521E-1,1.483578944E-1
7.368889542E0,1.138097761E-1,1.178098471E-1,1.452571160E-1
7.378844542E0,1.000955977E-1,1.221945280E-1,1.177605844E-1
7.388800542E0,6.099847346E-2,4.896399915E-2,5.626892567E-2
7.398756542E0,-2.322377013E-2,7.355797291E-4,3.507744670E-3
7.408711542E0,-8.152082996E-2,-3.597265542E-2,-2.485359013E-2
7.418667542E0,-9.135990319E-2,-4.828206763E-2,-2.734274983E-2
